Region code,Region name ,Local authority code,Local authority name,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
E12000006,East of England,E07000095,Broxbourne,22473,24964,25313,26871,26306,26886,27777,28126,28730,28861,29459,31172,30328,32000,32020,32285,33541,33300,37847,34609,38807
E12000006,East of England,E07000096,Dacorum,24977,26018,25724,27077,27615,27961,29252,31002,29493,30751,29393,29988,31160,31826,33747,33337,33918,32943,35265,33962,35863
E12000006,East of England,E07000098,Hertsmere,26794,25841,27957,28309,28992,29069,28710,30273,27504,28743,28984,27831,26955,28746,30220,31496,32942,34632,35774,35325,33465
E12000006,East of England,E07000099,North Hertfordshire,24441,24326,24997,26263,26968,28117,30313,31230,31153,32696,33264,33828,33302,34427,35102,36029,34796,38643,39756,38413,42810
E12000006,East of England,E07000102,Three Rivers,24873,31037,31508,27664,28293,33870,31657,32845,33538,34141,32187,34294,32215,32093,32312,32371,34391,32531,37929,33935,37361
E12000006,East of England,E07000103,Watford,24839,25443,24918,29227,29618,30987,32565,30561,31299,31700,33697,33890,32030,31985,34006,34920,30760,34329,34782,31108,33416
E12000006,East of England,E07000143,Breckland,17935,18512,18726,20053,19884,19692,20993,21082,21147,22179,23673,22696,23264,23408,24329,24050,26041,26208,26582,26941,30062
E12000006,East of England,E07000144,Broadland,19215,18869,20021,20720,21792,22026,22859,24113,24908,26445,28374,27834,26441,26531,27525,27417,29091,30717,32001,29171,31927
E12000006,East of England,E07000145,Great Yarmouth,17842,19067,19151,18617,19546,19986,22022,21569,21565,22098,23104,23266,24183,23684,24446,24415,25175,25942,28120,27294,31126
E12000006,East of England,E07000146,King's Lynn and West Norfolk,18454,19064,19145,19570,19966,21467,22440,23452,22281,23446,24317,23684,25412,25131,26405,25353,27216,27430,31123,28124,29130
E12000006,East of England,E07000147,North Norfolk,17460,18520,19923,18221,17548,19597,21433,22582,20557,22256,20439,21829,24767,23902,23266,24479,24529,25724,27213,28011,28759
E12000006,East of England,E07000148,Norwich,18396,18973,19306,20131,21593,21555,22641,23641,23798,23667,22533,23889,22388,23817,25289,25822,25247,26812,27812,29175,31559
E12000006,East of England,E07000149,South Norfolk,19600,20410,21084,22812,22083,23464,24435,25206,26823,26768,27301,26167,27149,29386,29934,27314,30903,30393,30305,31492,31410
E12000006,East of England,E07000200,Babergh,21104,21103,21782,21214,23140,22399,22979,25659,26381,28547,25870,25186,28086,27757,28473,31086,29634,31581,31799,30000,31143
E12000006,East of England,E07000202,Ipswich,17926,19493,19630,19759,22194,22356,22674,22606,23548,23198,24048,24200,25669,25995,26824,26673,26941,28353,27512,28244,29523
E12000006,East of England,E07000203,Mid Suffolk,19680,21085,21474,21947,22840,23437,24907,24999,23424,25123,23633,27075,27802,29488,26853,25948,27479,29480,30805,30000,32782
E12000006,East of England,E07000240,St Albans,:,29345,30587,33639,31585,34089,35742,36681,37565,37412,36841,38327,39461,37488,38863,39906,42600,41503,43871,45451,46551
E12000006,East of England,E07000241,Welwyn Hatfield,:,24128,24860,25403,27056,27816,29516,31369,30629,30297,28642,29239,30721,30100,31346,32453,32453,32782,34193,31918,35940
E12000006,East of England,E07000242,East Hertfordshire,:,27182,29988,30377,31300,29483,34452,35988,34653,31419,32805,31544,31935,33014,34805,35349,36006,39364,40268,38996,45355
E12000006,East of England,E07000243,Stevenage,:,22115,21961,22081,23970,26014,26366,26583,26517,28854,28141,27429,27003,28617,28831,28946,31906,28982,33705,27475,32999
E12000006,East of England,E07000244,East Suffolk,:,20825,21555,22092,23222,23938,24221,25834,24383,25752,24169,24785,26980,26996,27782,27287,27325,29687,30001,28934,31337
E12000006,East of England,E07000245,West Suffolk,:,18659,19656,20141,21578,21796,21468,22987,24614,25024,23736,23604,23663,25090,26725,28543,28558,28240,29477,29137,32018
E12000007,London,E09000001,City of London,38178,:,:,:,:,:,:,40051,:,52537,:,:,:,:,53956,:,53857,:,:,:,:
E12000007,London,E09000002,Barking and Dagenham,22854,21878,21690,22794,25197,25519,25620,28624,26498,25915,26976,28403,27173,28511,28012,30200,29313,29363,32852,32668,33454
E12000007,London,E09000003,Barnet,26415,26513,28787,29567,29061,29512,31440,33041,32674,32490,32331,32964,32138,33072,33459,37340,35645,36292,36411,35719,38345
E12000007,London,E09000004,Bexley,23757,25298,26333,27024,28001,28911,30859,31018,31262,32041,32332,32930,32362,31987,34109,33453,34857,36932,39912,37074,41694
E12000007,London,E09000005,Brent,22109,22208,24078,24516,25240,25370,28629,27687,27145,26808,28492,28026,30276,29775,29589,30347,30335,31746,34172,34130,36453
E12000007,London,E09000006,Bromley,26237,27908,29169,30873,31831,32446,34718,35353,34514,34111,35980,36209,36428,36750,37657,40184,40000,41008,43704,41427,43368
E12000007,London,E09000007,Camden,27904,30310,28357,31109,33244,35087,36764,36762,36421,35110,37230,37619,37282,39757,39810,39537,41691,42416,41848,39994,41235
E12000007,London,E09000008,Croydon,24570,25467,25321,26398,27083,27631,29415,30126,29998,30268,30514,31176,31976,32845,32523,33541,35861,35172,37570,36309,38318
E12000007,London,E09000009,Ealing,25607,24799,26213,26465,27369,28209,28991,30979,28604,30366,30477,29747,30125,28945,31237,32929,33019,31769,36482,35028,36050
E12000007,London,E09000010,Enfield,24038,23722,25858,25534,26704,27794,27950,28980,29385,29041,29668,29642,30558,30921,30843,30920,30919,32997,33088,35816,37024
E12000007,London,E09000011,Greenwich,23806,25887,25857,26341,26965,29077,29677,32365,31537,30603,30797,31469,30735,31396,32433,33145,35988,35953,36670,35590,37958
E12000007,London,E09000012,Hackney,23741,23920,24146,26674,25310,27663,30070,30003,30627,32034,30735,32215,32771,32153,32211,34816,33652,35974,37440,36241,41225
E12000007,London,E09000013,Hammersmith and Fulham,29236,29636,30733,29398,31948,33839,36128,37050,37229,35087,38066,38066,36864,37855,38009,40092,39420,42104,41267,39559,41215
E12000007,London,E09000014,Haringey,24187,25248,26606,27428,28590,29104,29943,29829,29469,30407,30149,29153,30641,30838,30754,32965,33254,35757,35653,36518,37473
E12000007,London,E09000015,Harrow,24624,24464,25929,26795,26992,29260,32268,31984,31660,31006,29833,32280,31511,32665,33400,34219,35000,35325,38347,38712,39733
E12000007,London,E09000016,Havering,24521,25689,26786,28963,28508,28988,31391,30602,30800,30193,32033,31349,31269,32062,33234,32986,34145,33892,36017,35891,36132
E12000007,London,E09000017,Hillingdon,24580,25696,27114,27452,26434,28609,28663,28956,29843,30734,31417,31174,31611,32809,33500,31618,30605,31340,35155,35882,39763
E12000007,London,E09000018,Hounslow,23994,24379,24287,26179,25600,26453,27714,28121,29053,29236,30000,30037,30099,29323,30901,31792,32162,34682,34804,32548,36330
E12000007,London,E09000019,Islington,26968,28166,28838,29997,31996,32589,32740,34026,33971,36241,38075,35446,36833,35442,36635,37972,45000,43715,46706,43236,42613
E12000007,London,E09000020,Kensington and Chelsea,36519,36681,44815,42357,44695,41011,43583,48582,46143,47492,41047,45497,45493,40249,38350,44601,43370,47027,47826,50457,40868
E12000007,London,E09000021,Kingston upon Thames,26543,27663,27170,28655,30415,32875,30852,33172,33600,34898,35791,36414,36693,36778,38034,37594,38055,38561,41255,40362,43832
E12000007,London,E09000022,Lambeth,23448,26955,25967,27392,26963,28836,29507,32352,33572,34079,32497,33525,32741,33258,33315,34266,38000,36969,42040,40572,41835
E12000007,London,E09000023,Lewisham,23589,25282,26795,26663,27259,27297,28551,29477,29876,29332,31575,32470,32120,31988,33080,34201,33514,33754,37167,35316,36923
E12000007,London,E09000024,Merton,26303,27499,27839,29321,28007,29429,31801,32672,32854,33037,33634,33149,32677,33135,34011,35708,37106,37906,41998,34299,38163
E12000007,London,E09000025,Newham,20543,21705,22360,24101,24455,24227,25521,26154,26998,26489,26679,28261,25869,27144,27773,29107,30871,31807,32909,34920,34800
E12000007,London,E09000026,Redbridge,25560,26705,25990,27751,29656,31366,32878,32803,33808,32202,32719,32311,33087,35747,33742,33201,33632,35534,36573,36986,38759
E12000007,London,E09000027,Richmond upon Thames,33732,33342,34508,35086,34867,37565,39603,38126,39133,41136,41051,38925,39884,39534,42068,40818,42338,43069,49574,43570,45448
E12000007,London,E09000028,Southwark,24943,25046,26058,27844,29632,30241,31728,33371,33347,33340,33818,34102,32978,33921,33975,35012,36159,39130,38403,38087,41611
E12000007,London,E09000029,Sutton,23846,25930,25047,27084,27234,28340,29994,29681,30575,29363,30656,31005,31200,31413,32723,32425,35758,36547,34996,36498,35569
E12000007,London,E09000030,Tower Hamlets,25283,27469,28544,28729,28622,32428,32896,33999,34364,33805,34744,35004,34461,34463,36089,37643,38108,42608,41590,40488,39868
E12000007,London,E09000031,Waltham Forest,24589,25255,25697,26164,27118,27646,28986,28368,28814,27017,29018,27897,28088,29684,30746,31419,33212,34917,36875,36181,40003
E12000007,London,E09000032,Wandsworth,30195,29736,30654,31667,32106,33253,34808,37186,38304,36606,37177,38298,39253,39557,41325,40123,41724,43449,46430,43590,47901
E12000007,London,E09000033,Westminster,28162,28478,32255,32738,33272,34979,38656,37309,45933,41815,42938,39064,40731,42833,41729,43105,44712,43990,44544,42062,44964
E12000008,South East,E06000035,Medway,21437,21499,22301,22171,24055,24766,26499,27280,27165,28155,28616,27950,29472,29239,29244,30365,30514,31382,33266,30154,33403
E12000008,South East,E06000036,Bracknell Forest,26836,25531,28218,28273,28558,29917,29014,30062,29960,30033,30193,31436,31078,31500,30968,33054,31651,35121,36700,36112,38791
E12000008,South East,E06000037,West Berkshire,24509,25113,26378,27791,29202,28375,32292,30050,30579,30000,31650,32731,30765,32001,33537,33167,32520,36320,35113,34076,35820
E12000008,South East,E06000038,Reading,23639,25306,25672,25262,24747,27280,29350,30525,29601,28354,31539,32162,31559,29177,31237,32234,33270,32812,33032,36417,36456
E12000008,South East,E06000039,Slough,20452,20135,22229,22719,23405,24577,25380,26605,26408,26780,27635,28134,27330,28384,28276,28651,31338,31990,32717,34399,35577
E12000008,South East,E06000040,Windsor and Maidenhead,28769,31054,31528,33083,34686,33632,34918,35987,34779,37451,38927,37812,37977,37178,37818,38986,39046,40797,41320,38730,39608
E12000008,South East,E06000041,Wokingham,29542,29264,28964,32112,33260,33379,35054,33753,35748,36456,36499,37035,35754,37486,38595,36867,40392,37898,38261,38927,42349
E12000008,South East,E06000042,Milton Keynes,21029,22837,24222,23527,23966,25505,26140,26117,26643,28299,28134,29937,28915,27703,29118,31436,30162,32270,33256,33967,35997
E12000008,South East,E06000043,Brighton and Hove,22355,22081,23872,23539,24317,26032,27869,27765,27693,28019,28107,28146,29059,28293,30348,30250,30061,31988,33848,32710,33889
E12000008,South East,E06000044,Portsmouth,19681,21148,20349,21813,21788,21595,22271,25081,25448,24299,24781,24560,26269,26528,25861,26655,27402,28569,27197,29215,32335
E12000008,South East,E06000045,Southampton,19159,20324,21820,21895,22042,22182,22067,22527,23416,23743,24301,24681,24907,25731,26448,27430,26472,28665,29926,30929,33109
E12000008,South East,E06000046,Isle of Wight,17457,20064,19262,21105,21604,22630,24557,23844,22297,23886,24954,24044,25830,25453,25278,26137,25489,26168,28498,27418,27904
E12000008,South East,E06000060,Buckinghamshire,26002,26001,27007,27058,27821,28556,30492,32226,31815,33045,32260,31446,31700,32343,32663,34616,35135,35340,36349,35302,38613
E12000008,South East,E07000061,Eastbourne,20966,21064,21203,22489,20433,23506,22072,23377,25598,23496,23715,24010,26945,27226,25224,26815,29498,29311,31417,28321,31041
E12000008,South East,E07000062,Hastings,16663,16590,17924,18435,19017,18152,19188,20753,21711,22410,21800,21914,23323,24388,23722,23741,23725,24672,25845,26656,28667
E12000008,South East,E07000063,Lewes,22017,22022,23021,23396,24383,23536,25960,27201,27898,27967,26691,28068,29215,28841,29479,32102,28661,32838,31443,34090,33607
E12000008,South East,E07000064,Rother,20234,20721,20414,21758,23082,24728,26050,28240,26024,25416,24625,25476,25164,25923,26702,29459,27582,29128,29154,29922,30694
E12000008,South East,E07000065,Wealden,22264,23826,23109,23529,24463,25996,27543,28609,30792,29494,30420,28271,30066,30421,30305,31226,30274,31221,34654,31024,32256
E12000008,South East,E07000084,Basingstoke and Deane,25256,23760,25869,26182,25383,27685,27831,28139,29360,29598,30646,31471,33117,31664,33485,33749,33337,36127,36588,36751,38681
E12000008,South East,E07000085,East Hampshire,26302,27628,25751,26445,28868,29924,30060,30027,30637,30191,31134,31321,28875,29509,32054,34936,35552,35756,35802,33828,35309
E12000008,South East,E07000086,Eastleigh,21048,22677,23559,24346,24713,25892,27235,29267,26885,27664,28350,29155,29783,29795,29658,30671,29959,30434,34938,34908,34516
E12000008,South East,E07000087,Fareham,22258,23715,23057,23968,25559,25428,27049,28280,27613,28659,28727,27941,30037,30202,29464,30969,31230,33952,32949,37110,37043
E12000008,South East,E07000088,Gosport,16578,18908,18936,21153,21023,22561,24993,25633,25057,23600,24101,25727,27415,27373,27129,28134,27769,28783,30127,31425,32537
E12000008,South East,E07000089,Hart,29734,31127,32747,31762,34787,34562,33247,34696,36203,37662,37668,34290,36788,36330,35303,37801,37080,37077,41311,40102,42345
E12000008,South East,E07000090,Havant,19338,19913,20340,22698,22383,23009,24007,24056,24968,25388,25636,28265,27436,27766,27340,29190,29317,29861,29854,28985,29835
E12000008,South East,E07000091,New Forest,21123,22210,23113,22046,23013,23928,24866,25891,27055,27586,28209,28839,28619,27993,29545,30545,30144,31145,33676,31942,32104
E12000008,South East,E07000092,Rushmoor,22061,24361,25623,24962,27174,26384,26335,27447,27497,27120,26840,28260,29178,28092,28797,29468,32466,32083,35237,35075,36404
E12000008,South East,E07000093,Test Valley,22709,22699,24138,25358,26290,25513,25202,27525,26864,26554,27937,28832,28694,31255,32175,34501,33371,33677,35090,33198,36939
E12000008,South East,E07000094,Winchester,26198,27460,30379,29573,29285,29956,32058,34572,32634,33826,34046,34757,31145,33357,36313,36012,39593,37664,35605,37029,35448
E12000008,South East,E07000105,Ashford,21562,21590,23111,22708,23575,22830,24981,25019,24785,26388,27286,26553,25575,27883,27751,29135,30198,31385,30198,29419,32338
E12000008,South East,E07000106,Canterbury,19670,21924,23162,25937,25050,23076,25331,26987,26172,30129,27859,30055,29871,32133,28517,32473,30640,34618,30372,30368,34374
E12000008,South East,E07000107,Dartford,23946,22627,25400,24552,25612,27740,29000,30419,29010,30050,28692,29689,30451,29143,32192,32836,34560,33816,37970,33413,38085
E12000008,South East,E07000108,Dover,19536,20244,20306,21608,21986,24094,26924,26005,27881,26347,27189,27286,27797,25969,25126,25580,28882,30977,34496,30223,33147
E12000008,South East,E07000109,Gravesham,23339,22992,23917,25373,27836,25755,26341,28323,29089,29774,28868,29033,28210,28713,29668,28945,30447,32577,29748,31197,34683
E12000008,South East,E07000110,Maidstone,21572,23734,23317,24870,25845,27234,27138,29371,29101,29744,29606,26735,28231,29845,29634,29964,29987,30746,32404,32000,34528
E12000008,South East,E07000111,Sevenoaks,23809,25012,27969,27374,28768,32499,32833,31779,32489,32694,30261,30212,32398,30728,30907,33182,31788,37470,37186,38457,34919
E12000008,South East,E07000112,Folkestone and Hythe,19077,19078,22897,22794,20958,21124,24997,24726,24393,25958,27345,27576,25710,28223,24503,27374,27247,29669,30893,31964,33959
E12000008,South East,E07000113,Swale,20986,23249,23926,23984,23581,24813,25978,26972,26791,29144,28919,27665,28701,29617,27483,29766,30872,31281,31965,31580,33973
E12000008,South East,E07000114,Thanet,17403,18037,19632,20139,20541,23574,22647,21604,21203,22016,22000,24000,22652,22695,24113,24919,24303,26381,26864,27885,29812
E12000008,South East,E07000115,Tonbridge and Malling,21970,23461,24725,24124,26729,27347,29128,30860,29711,32579,30890,30707,29700,34995,33490,33864,35113,36248,35997,36669,37668
E12000008,South East,E07000116,Tunbridge Wells,25098,24727,25835,26863,27342,27459,31228,31497,30945,33225,34269,34435,35237,35133,30000,31150,35883,37345,43112,35603,34286
E12000008,South East,E07000177,Cherwell,23002,22169,22693,23987,23989,23943,26183,28384,29737,27901,27905,27186,28013,29156,31184,31238,31744,31012,33235,34267,34517
E12000008,South East,E07000178,Oxford,19816,21643,23643,23339,25336,25291,26252,26517,26507,27900,26898,27437,29903,30510,29753,32486,33779,31558,34053,34909,36692
E12000008,South East,E07000179,South Oxfordshire,26054,27869,27927,28016,27433,30939,32540,29519,31637,32042,30388,31700,33327,31883,34257,36910,37318,38925,38600,36705,38016
E12000008,South East,E07000180,Vale of White Horse,23243,24378,25285,27087,28825,30485,31249,30277,31245,30955,31344,31598,32124,32035,33401,35030,36922,37873,37748,35447,38195
E12000008,South East,E07000181,West Oxfordshire,23842,24177,24542,24481,24643,26091,26637,28435,30037,29266,30186,29491,29960,31851,31266,31067,34370,34851,33527,31895,35282
E12000008,South East,E07000207,Elmbridge,28733,29544,33204,35040,37378,39468,38420,36279,35453,39942,39803,37632,37438,38394,37997,38230,42311,43110,41613,42190,41344
E12000008,South East,E07000208,Epsom and Ewell,24605,27353,28320,28455,28247,29242,34225,32101,32928,37866,35925,34849,34156,35112,34669,36148,36071,37624,36579,35287,41446
E12000008,South East,E07000209,Guildford,26410,28404,28614,30018,30275,29239,30995,35512,34398,33586,35368,34568,32354,34136,34883,36626,37895,38365,40435,40129,42969
E12000008,South East,E07000210,Mole Valley,28512,29370,30190,32008,31467,31468,29668,31559,36019,32138,32481,33468,32737,31023,33487,34675,31383,31897,30680,35677,32782
E12000008,South East,E07000211,Reigate and Banstead,25026,26406,27928,28874,29703,31653,34827,33895,34638,34751,36314,36460,35855,35018,32538,34095,37400,38369,39968,37680,39778
E12000008,South East,E07000212,Runnymede,24864,26482,26894,29509,29848,29046,31114,31922,33172,31927,32636,33120,31502,31743,31163,32919,31712,38899,34112,36611,38161
E12000008,South East,E07000213,Spelthorne,26267,28389,29442,30438,29964,31959,31804,31298,31729,33381,32930,34341,32925,34066,34997,35250,34741,33591,34768,38860,36978
E12000008,South East,E07000214,Surrey Heath,27682,29525,30363,32077,31478,35111,33271,33273,34972,33232,34489,36188,35339,34183,35928,38979,39847,37636,39555,42272,42858
E12000008,South East,E07000215,Tandridge,26152,28985,26113,27242,28041,30507,28892,29078,29744,28636,30651,31553,31336,31635,34021,33602,35817,36113,37609,37949,39039
E12000008,South East,E07000216,Waverley,26743,26679,27023,30465,31069,34359,34984,34080,36514,34172,36938,34404,38206,37625,40223,39139,40374,40083,41159,40699,44657
E12000008,South East,E07000217,Woking,25356,27532,26358,27377,27330,29082,29084,29355,28856,29831,32834,31524,31730,31028,35063,36134,35170,35997,40230,37265,37230
E12000008,South East,E07000223,Adur,21028,20923,20858,19791,21457,21309,21747,21292,21179,21328,23221,22633,23297,25227,24645,24527,26771,27919,30250,27685,32315
E12000008,South East,E07000224,Arun,17878,18346,21364,20529,21407,21335,24882,23304,24000,22802,23878,24951,24747,24942,26109,26535,27914,25770,28876,28778,29355
E12000008,South East,E07000225,Chichester,25882,25233,21632,23936,25499,24278,24003,26778,25148,27990,28290,26341,25678,27984,30244,30676,31356,34273,29953,30110,33743
E12000008,South East,E07000226,Crawley,20884,22641,24536,23938,26112,24622,26620,26130,26623,26447,27216,27221,27733,28374,29626,28009,28066,29388,31493,31360,32631
E12000008,South East,E07000227,Horsham,23936,25410,26000,27224,28656,30430,31549,30438,30372,32408,30529,32174,31154,32746,33430,32908,34111,34303,34266,34472,35409
E12000008,South East,E07000228,Mid Sussex,23179,23522,24819,26855,25793,27721,29335,29783,30167,29882,29876,29889,30575,31738,33088,34066,36107,35425,36721,35038,36041
E12000008,South East,E07000229,Worthing,22050,22528,22015,20626,21923,23028,25316,25318,25214,26332,25979,26610,26508,26653,28061,26460,28578,29668,29374,30120,29960
E12000009,South West,E06000022,Bath and North East Somerset,21601,22943,23118,22988,24754,24634,25651,24938,26248,25937,26864,29302,27953,28151,29888,29211,31902,32255,31098,30203,36389
E12000009,South West,E06000023,"Bristol, City of",19756,20538,21506,22064,22315,22899,23874,25147,25570,25235,25501,25910,26541,27305,27378,27924,29093,30395,32339,32257,34215
E12000009,South West,E06000024,North Somerset,21329,22559,24353,25246,26040,26726,26832,27216,27695,28700,29037,29746,29893,29486,30086,30944,30246,31067,34638,29834,33971
E12000009,South West,E06000025,South Gloucestershire,20584,21992,23628,24007,24323,24711,25714,25816,25956,26709,27474,27344,28613,29031,29739,30238,30538,31636,31965,31518,33094
E12000009,South West,E06000026,Plymouth,18365,19388,20087,20008,20852,20944,22939,23205,23624,23673,23998,24125,24493,25006,24970,26979,27685,25837,28165,25896,27554
E12000009,South West,E06000027,Torbay,15422,16642,17709,18706,19418,19310,20045,19449,19571,22055,21488,21923,22308,22380,22412,23878,24232,25912,27029,26392,28770
E12000009,South West,E06000030,Swindon,20418,21546,22504,22737,23417,25561,26604,26507,26677,26869,26912,26628,27268,28123,29248,28736,30018,30659,31912,30595,33340
E12000009,South West,E06000052,Cornwall,:,17675,18396,19003,19433,20234,21006,21533,22080,21752,22087,22234,23290,23300,24574,25008,24781,25877,27244,25595,29177
E12000009,South West,E06000053,Isles of Scilly,:,:,:,:,:,:,:,13253,:,:,:,:,:,:,:,:,:,22034,:,:,:
E12000009,South West,E06000054,Wiltshire,20568,21710,23393,23102,23630,24461,25451,26036,25459,26622,25291,26000,26854,27045,26857,29132,29286,29894,31172,30513,33294
E12000009,South West,E06000058,"Bournemouth, Christchurch and Poole",:,19608,20380,21602,21815,23438,23987,25061,24089,25563,26451,27340,27491,27273,27309,27683,29853,31086,29242,28674,31613
E12000009,South West,E06000059,Dorset,:,19547,19764,20979,22015,22638,22859,24010,23223,24252,25036,26035,25650,26792,26210,26205,27633,28942,30869,30086,31123
E12000009,South West,E07000040,East Devon,17300,18214,20456,20358,21912,21815,21813,22566,22810,23097,22836,25132,24679,25586,27754,26849,27601,29364,29456,29302,32788
E12000009,South West,E07000041,Exeter,18191,17996,19809,20165,20257,20385,21430,22290,22755,23006,22089,23714,24151,24404,27275,26202,27965,29748,30897,30183,31705
E12000009,South West,E07000042,Mid Devon,18909,18891,20458,20947,20433,20119,20120,22286,21727,22095,23124,23609,23451,24598,25618,27353,27961,27537,26961,28457,29373
E12000009,South West,E07000043,North Devon,16152,17557,17239,16456,17361,17942,18387,18279,19772,20572,21346,21019,22102,22214,22554,22608,23599,23932,24671,26118,28933
E12000009,South West,E07000044,South Hams,20496,21249,21449,23052,24674,27143,26288,27121,25545,25245,25869,24622,28259,27596,26413,27275,28182,28448,29781,31339,30594
E12000009,South West,E07000045,Teignbridge,17795,18604,18622,19570,19361,20864,24328,24297,23340,22890,24063,24028,23964,24617,24931,23401,24516,25304,25136,27384,27108
E12000009,South West,E07000046,Torridge,16695,17784,17464,17218,18341,19812,20787,20496,20098,20670,21814,21940,23723,23391,23211,24710,24136,25101,26932,26948,28900
E12000009,South West,E07000047,West Devon,18810,20529,22212,22614,22257,20565,21733,24668,21789,23149,23047,26068,25865,25177,24492,22757,26619,26346,26500,25756,28718
E12000009,South West,E07000078,Cheltenham,22571,23749,23034,24794,26140,26069,27052,28262,27273,27020,28417,29645,29045,29804,28264,29365,29861,33209,33694,34095,37928
E12000009,South West,E07000079,Cotswold,20373,21339,22917,23054,24719,25341,24545,25340,23288,24393,25566,25861,26933,27675,28660,31786,31985,31069,32213,30927,33928
E12000009,South West,E07000080,Forest of Dean,18487,19499,20499,21104,21851,25994,25141,24319,24757,26241,27293,27853,25919,26722,29039,31032,27388,30049,32397,29472,39132
E12000009,South West,E07000081,Gloucester,18870,18949,19796,20451,20570,21667,23219,25103,23039,23011,23653,24972,24560,25126,26494,26042,27203,28503,27491,27512,30273
E12000009,South West,E07000082,Stroud,19944,21764,22622,23392,24077,24138,27284,26612,25979,26351,27169,27273,27189,27319,26454,27821,28894,28308,31607,30158,33296
E12000009,South West,E07000083,Tewkesbury,22271,22248,21678,24083,24829,23636,25446,27685,26918,28901,27630,29528,26716,30696,30226,31556,28551,32222,34078,32594,31994
E12000009,South West,E07000187,Mendip,18159,20386,20428,22652,22480,23210,23262,24051,25097,26090,26030,26220,26495,25813,27379,27769,30517,29644,29458,28469,32909
E12000009,South West,E07000188,Sedgemoor,19573,19281,20174,23469,22863,23904,23380,24787,24674,21933,24025,23752,25562,25000,23390,26166,26981,27468,27702,27716,27297
E12000009,South West,E07000189,South Somerset,19783,19792,19698,20780,20243,21180,22388,23331,22559,23890,24564,25199,25443,23723,24148,26186,27406,29460,30901,30143,31525
E12000009,South West,E07000246,Somerset West and Taunton,:,18330,20917,20931,22261,22497,22587,24119,24787,24292,24263,23756,25238,26219,26288,25794,25834,29657,29072,28578,30625
W92000004,Wales,W06000001,Isle of Anglesey,16396,19022,19921,20164,20163,19695,21170,23165,22871,21079,23640,23076,23605,23568,24075,25415,25396,27101,27319,28750,32004
W92000004,Wales,W06000002,Gwynedd,15367,16000,18592,19403,20118,21011,20237,21162,21737,22262,22903,23700,23240,22645,22041,23641,24680,24593,27245,24752,28014
W92000004,Wales,W06000003,Conwy,18394,18919,19973,20402,19882,21394,22838,23557,22441,22824,22471,26160,26618,26917,25525,26418,25599,25938,30644,28624,31341
W92000004,Wales,W06000004,Denbighshire,19426,19977,20354,19202,18264,19942,20163,21559,21447,22676,21507,22134,21041,22156,23693,25157,25612,24604,26188,26780,27121
W92000004,Wales,W06000005,Flintshire,20716,21125,21863,22684,23667,22356,23465,24565,24761,24385,25259,25612,26935,27714,28602,26988,26896,27179,28399,30038,31048
W92000004,Wales,W06000006,Wrexham,19566,18722,19738,21940,21363,23238,23294,24406,23619,22385,24003,25491,25427,25938,25845,25296,27225,28953,29282,27797,31003
W92000004,Wales,W06000008,Ceredigion,16658,18167,17258,19066,19342,18331,19313,21387,21181,21951,21354,22822,21698,21937,23074,23120,24772,25455,26223,27919,29165
W92000004,Wales,W06000009,Pembrokeshire,15261,16907,17531,18868,18707,20971,23572,22987,23786,23671,21911,23208,23141,23220,23184,24210,24992,24134,27934,29562,31171
W92000004,Wales,W06000010,Carmarthenshire,17785,18823,17156,18834,18823,20558,21464,22118,22276,22507,23712,25045,26015,24354,24551,26641,26098,27133,29356,29795,32337
W92000004,Wales,W06000011,Swansea,18660,18615,20519,21064,21318,21522,22389,23487,24262,25214,24973,24507,25826,24900,25394,26211,28273,28121,27905,28840,30262
W92000004,Wales,W06000012,Neath Port Talbot,18651,20660,20836,21045,22540,22038,22679,23158,25127,22732,23788,23246,24025,25858,24227,25055,25665,28011,27544,30620,31403
W92000004,Wales,W06000013,Bridgend,18450,19114,21109,22198,20532,22037,23048,21675,23669,23691,23734,24479,25914,26181,26094,27353,28715,28190,28838,29673,32376
W92000004,Wales,W06000014,Vale of Glamorgan,19563,20646,23634,23757,24786,23589,24247,27348,27698,26900,26221,28323,27341,27790,32184,31674,30063,31874,30016,29618,31313
W92000004,Wales,W06000015,Cardiff,19570,19965,21529,23131,22426,22999,23708,24901,25472,25183,26169,26514,26427,26679,27521,27910,29404,30468,28785,29277,31940
W92000004,Wales,W06000016,Rhondda Cynon Taf,17853,17904,19091,19008,20293,20169,21272,22176,22121,23233,23543,24184,24457,25003,25403,26189,25994,26512,27841,27805,29727
W92000004,Wales,W06000018,Caerphilly,17499,18094,18351,19607,19913,21409,21269,21564,21486,22810,22752,23710,23902,24539,24449,24967,26056,27341,28309,29273,29354
W92000004,Wales,W06000019,Blaenau Gwent,14859,16222,17319,16876,17738,18621,18194,18241,19262,19627,20652,21100,21084,23015,22953,25998,24967,23549,26204,27756,28040
W92000004,Wales,W06000020,Torfaen,18633,19156,20656,22981,22953,23811,21556,22145,23612,23715,23456,22780,25132,25034,25220,27751,27480,27811,29124,26550,30682
W92000004,Wales,W06000021,Monmouthshire,20619,22869,22614,24253,23999,26614,27999,29034,26554,28539,29137,28343,30037,30978,31846,31433,33116,34875,34414,34075,36952
